151;12;4;13
152;14;2;3
153;3;5;11
154;2;3;4
155;11;5;14
156;4;2;0
157;12;9;14
158;4;9;5
159;4;8;10
160;12;10;13
161;11;14;9
162;2;13;12
163;5;8;9
164;9;10;12
165;5;6;9
166;11;2;11
167;12;0;12
168;3;11;6
169;9;0;0
170;11;12;2
171;9;0;1
172;4;2;14
173;8;0;8
174;2;1;10
175;6;6;9
176;1;2;3
177;4;6;10
178;2;10;6
179;0;11;13
180;7;7;2
181;1;9;10
182;2;5;12
183;9;5;4
184;9;14;5
185;11;5;3
186;12;13;13
187;1;10;4
188;11;12;6
189;10;4;2
190;0;4;2
191;3;5;3
192;13;8;8
193;2;9;13
194;7;3;12
195;4;6;9
196;0;4;8
197;13;5;3
198;9;8;7
199;1;3;3
200;10;4;7
201;4;14;13
202;7;4;13
203;7;6;7
204;12;5;2
205;1;2;0
206;11;2;4
207;11;7;1
208;6;1;2
209;5;9;5
210;8;5;1
211;1;1;7
212;6;9;11
213;4;8;10
214;3;6;0
215;12;7;9
216;12;10;11
217;9;6;3
218;2;4;12
219;4;9;6
220;2;10;11
221;10;3;5
222;3;9;14
223;6;5;14
224;1;0;5
225;9;4;13
226;3;8;0
227;7;2;7
228;2;5;3
229;14;1;13
230;6;3;8
231;9;14;3
232;14;2;12
233;5;8;9
234;5;2;9
235;2;11;5
236;7;6;13
237;8;13;8
238;0;1;5
239;3;7;6
240;8;5;10
241;8;0;9
242;11;6;3
243;0;4;3
244;9;1;5
245;10;3;8
246;0;11;0
247;14;4;5
248;7;11;13
249;12;6;6
250;10;0;11
251;5;0;3
252;6;12;2
253;1;4;6
254;5;14;7
255;2;9;10
256;3;2;13
257;10;8;2
258;0;0;13
259;14;4;12
260;12;14;12
261;0;12;4
262;4;3;8
263;6;5;13
264;4;2;12
265;3;11;13
266;13;14;7
267;12;9;0
268;6;2;0
269;12;1;11
270;9;13;11
271;13;13;8
272;2;9;3
273;11;7;0
274;9;3;9
275;13;6;6
276;3;5;12
277;11;9;14
278;11;0;1
279;4;4;9
280;0;13;14
281;3;11;4
282;3;14;6
283;7;2;13
284;7;11;2
285;2;1;0
286;0;4;5
287;4;0;6
288;3;12;14
289;11;1;3
290;5;8;2
291;11;12;5
292;1;0;4
293;7;7;6
294;12;7;9
295;6;1;10
296;7;8;0
297;4;12;7
298;3;1;4
299;2;4;12
300;12;2;6
301;6;13;10
302;12;6;10
303;1;5;10
304;0;3;9
305;1;1;10
306;12;0;3
307;4;5;0
308;11;0;8
309;8;2;13
310;12;6;0
311;10;13;5
312;5;10;12
313;8;3;2
314;3;10;12
315;12;12;6
316;14;1;6
317;9;5;3
318;9;8;3
319;10;8;12
320;0;6;4
321;7;1;2
322;12;14;12
323;1;7;7
324;11;10;3
325;8;14;0
326;6;5;1
327;13;14;13
328;8;8;13
329;12;10;7
330;9;10;5
331;5;2;13
332;7;7;12
333;11;8;4
334;4;4;6
335;14;5;12
336;14;11;2
337;7;1;1
338;12;10;2
339;2;14;12
340;9;8;0
341;6;6;9
342;5;13;1
343;2;2;2
344;14;13;6
345;5;12;11
346;10;11;0
347;12;10;1
348;14;7;11
349;8;1;2
350;5;11;3
351;12;9;9
352;7;14;14
353;0;9;1
354;2;8;14
355;1;5;11
356;4;0;14
357;4;5;9
358;6;11;8
359;9;4;10
360;12;1;13
361;0;14;14
362;1;13;14
363;0;13;0
364;2;8;8
365;8;9;5
366;5;13;13
367;11;10;3
368;13;1;6
369;13;2;10
370;0;6;11
371;5;13;10
372;5;14;0
373;4;7;14
374;4;9;14
375;4;9;8
376;1;6;13
377;14;3;8
378;9;1;1
379;0;6;11
380;2;7;2
381;14;12;8
382;1;2;14
383;2;13;6
384;8;2;7
385;7;13;2
386;7;0;8
387;12;6;3
388;6;8;11
389;14;0;3
390;10;3;10
391;5;9;14
392;13;10;2
393;4;4;0
394;11;12;10
395;10;11;8
396;4;10;8
397;13;8;7
398;8;6;0
399;5;5;0
400;8;1;3
401;10;6;12
402;9;11;0
403;3;0;4
404;4;3;9
405;6;14;12
406;14;10;8
407;0;8;8
408;7;9;14
409;14;14;11
410;14;14;12
411;10;1;10
412;14;10;6
413;6;6;14
414;3;2;2
415;12;8;8
416;9;7;4
417;9;14;4
418;9;13;13
419;8;12;4
420;5;4;3
421;9;14;4
422;5;5;7
423;3;4;5
424;2;7;7
425;12;4;0
426;5;5;14
427;1;7;14
428;13;1;12
429;11;2;10
430;8;14;6
431;3;8;12
432;0;5;2
433;7;9;6
434;4;11;13
435;11;8;9
436;11;6;7
437;2;7;14
438;1;5;0
439;6;9;9
440;8;2;8
441;14;12;2
442;11;12;14
443;5;11;8
444;4;0;5
445;2;11;5
446;4;14;11
447;11;2;11
448;10;10;8
449;2;1;9
450;12;1;3
451;12;0;1
452;14;3;13
453;6;9;10
454;14;13;10
455;11;7;14
456;2;3;13
457;5;14;7
458;8;1;3
459;2;4;11
460;11;8;13
461;0;5;5
462;1;12;1
463;14;3;10
464;1;2;0
465;12;6;14
466;11;8;3
467;1;5;2
468;1;14;4
469;4;1;0
470;7;4;8
471;12;4;5
472;10;12;2
473;11;4;5
474;13;5;0
475;13;2;6
476;12;5;6
477;0;14;11
478;3;0;2
479;14;11;10
480;14;3;0
481;14;8;11
482;4;3;1
483;14;6;5
484;4;4;10
485;11;2;5
486;9;6;2
487;7;14;1
488;11;9;1
489;13;8;12
490;9;14;8
491;1;13;8
492;12;9;3
493;13;8;9
494;10;5;13
495;6;8;7
496;3;3;5
497;5;10;4
498;7;6;13
499;0;12;13
500;13;6;12
501;13;7;2
502;6;11;12
503;9;2;5
504;3;12;2
505;8;10;11
506;7;13;14
507;4;11;1
508;9;3;0
509;14;3;12
510;13;8;10
511;10;6;9
512;5;12;5
513;2;13;14
514;14;8;4
515;9;1;14
516;5;0;5
517;11;5;1
518;12;6;4
519;4;12;14
520;1;10;0
521;3;13;6
522;12;3;11
523;10;12;1
524;9;3;10
525;13;12;11
526;5;2;4
527;10;5;1
528;3;10;14
529;14;14;11
530;13;8;7
531;13;11;12
532;12;9;7
533;0;4;4
534;1;5;14
535;11;4;12
536;0;1;6
537;11;3;12
538;12;6;7
539;11;5;13
540;14;10;6
541;13;9;3
542;10;13;12
543;2;5;1
544;13;6;6
545;5;10;2
546;9;2;10
547;0;13;13
548;4;10;4
549;3;13;9
550;2;4;5
551;8;3;6
552;11;13;11
553;0;8;1
554;8;13;14
555;7;10;9
556;9;4;11
557;12;12;1
558;10;1;3
559;7;12;1
560;8;14;6
561;5;14;1
562;11;3;6
563;14;3;14
564;7;12;5
565;7;4;0
566;8;5;12
567;12;9;9
568;13;5;2
569;2;4;14
570;10;12;5
571;8;3;5
572;9;6;0
573;1;13;10
574;7;5;7
575;4;12;3
576;5;6;1
577;2;10;2
578;3;8;14
579;5;2;3
580;5;13;1
581;10;13;11
582;7;8;2
583;7;1;0
584;3;8;13
585;2;13;10
586;13;10;8
587;6;4;3
588;8;7;4
589;8;12;6
590;3;9;11
591;4;12;10
592;7;4;10
593;2;4;11
594;9;14;11
595;7;8;1
596;3;6;3
597;3;4;7
598;14;5;6
599;10;5;11
600;8;8;5
601;5;5;2
602;7;12;14
603;2;14;3
604;5;9;2
605;8;1;10
606;10;11;9
607;13;7;5
608;13;6;10
609;4;8;0
610;7;1;9
611;13;13;6
612;7;5;3
613;6;14;3
614;1;11;4
615;3;5;5
616;6;0;9
617;7;5;1
618;12;3;14
619;0;0;7
620;7;7;8
621;1;12;7
622;14;12;4
623;3;3;4
624;13;5;0
625;2;0;12
626;14;13;12
627;8;5;10
628;1;10;13
629;0;10;5
630;14;2;5
631;8;11;9
632;7;10;6
633;3;5;10
634;14;3;7
635;7;5;7
636;4;5;13
637;9;5;3
638;4;7;5
639;9;7;7
640;0;7;10
641;12;7;13
642;6;6;0
643;5;9;6
644;7;1;9
645;14;8;7
646;13;12;12
647;3;6;2
648;7;10;9
649;4;5;9
650;12;12;8
651;14;1;0
652;12;14;13
653;4;4;14
654;10;11;0
655;12;2;8
656;4;8;6
657;1;11;4
658;10;10;0
659;12;0;12
660;6;4;1
661;14;3;2
662;6;0;1
663;11;4;13
664;10;7;1
665;11;4;11
666;4;8;11
667;2;1;14
668;7;11;10
669;14;0;2
670;11;6;13
671;12;12;1
672;6;10;8
673;7;6;4
674;12;2;11
675;14;5;7
676;10;9;0
677;6;12;8
678;5;11;5
679;7;10;12
680;1;6;4
681;14;10;8
682;0;1;11
683;0;0;2
684;5;13;11
685;1;4;1
686;9;14;3
687;1;12;7
688;10;2;3
689;7;2;13
690;4;10;11
691;0;10;6
692;9;2;14
693;12;3;14
694;14;8;4
695;3;1;8
696;11;10;14
697;14;4;11
698;6;14;6
699;9;13;0
700;14;9;10
701;10;10;5
702;1;11;0
703;7;8;3
704;14;14;3
705;3;9;4
706;4;6;7
707;10;12;11
708;7;4;2
709;5;5;0
710;5;12;9
711;7;7;11
712;13;1;7
713;5;8;7
714;8;7;14
715;11;3;8
716;0;14;14
717;7;9;12
718;10;1;8
719;12;13;5
720;4;10;2
721;6;3;2
722;2;8;3
723;2;13;3
724;1;6;11
725;0;9;6
726;9;1;5
727;0;9;14
728;4;11;8
729;12;9;6
730;10;13;9
731;12;4;12
732;6;14;5
733;9;8;3
734;13;9;1
735;1;10;10
736;14;11;11
737;4;11;12
738;10;1;9
739;3;5;10
740;2;0;8
741;3;5;5
742;0;11;11
743;12;13;4
744;0;3;5
745;8;11;0
746;3;10;11
747;6;14;0
748;11;1;8
749;5;12;13
750;0;6;6
751;0;9;11
752;12;9;14
753;0;6;4
754;4;13;7
755;10;6;3
756;2;1;5
757;6;14;11
758;13;10;13
759;6;7;10
760;4;14;1
761;10;0;10
762;13;4;11
763;5;5;9
764;9;1;7
765;9;3;5
766;4;6;6
767;10;4;5
768;13;2;8
769;11;8;0
770;13;4;0
771;6;7;7
772;8;5;3
773;4;2;8
774;13;4;2
775;12;5;5
776;2;9;3
777;0;11;7
778;6;10;1
779;6;13;9
780;6;12;6
781;13;10;13
782;12;4;10
783;1;0;13
784;1;6;2
785;3;3;7
786;1;13;8
787;4;13;5
788;4;11;7
789;12;2;12
790;14;1;9
791;5;14;12
792;3;12;1
793;13;5;8
794;11;6;14
795;5;2;10
796;4;3;8
797;13;14;13
798;10;10;10
799;9;8;4
800;6;7;5
801;8;12;5
802;5;0;9
803;13;5;14
804;6;2;12
805;6;14;14
806;8;4;9
807;8;9;9
808;6;4;11
809;8;5;4
810;13;11;3
811;3;4;0
812;0;1;7
813;1;14;13
814;7;6;7
815;5;4;13
816;4;4;2
817;14;12;3
818;0;10;14
819;11;4;4
820;1;9;8
821;11;4;12
822;12;12;6
823;11;13;5
824;1;6;3
825;0;11;14
826;14;7;10
827;8;13;7
828;12;13;10
829;3;2;14
830;8;10;0
831;1;6;4
832;5;3;8
833;11;7;7
834;9;0;5
835;4;1;8
836;11;7;0
837;6;0;6
838;14;4;4
839;1;8;6
840;0;8;1
841;7;9;8
842;3;6;3
843;12;10;2
844;4;4;3
845;1;0;11
846;9;11;3
847;1;3;10
848;7;9;7
849;4;10;7
850;2;2;0
851;11;1;1
852;4;4;14
853;14;1;9
854;9;12;5
855;12;13;6
856;8;14;2
857;3;1;12
858;13;0;13
859;5;4;0
860;4;7;9
861;4;10;10
862;12;6;0
863;12;5;1
864;13;6;14
865;4;3;4
866;10;3;4
867;4;13;12
868;9;12;12
869;7;9;9
870;8;14;8
871;9;10;3
872;5;0;9
873;5;4;6
874;13;2;13
875;12;6;8
876;9;8;4
877;13;13;2
878;10;7;6
879;14;6;8
880;0;6;14
881;8;1;1
882;11;6;1
883;12;3;12
884;4;1;0
885;9;14;13
886;2;8;7
887;13;13;12
888;1;0;4
889;14;6;2
890;7;7;9
891;6;0;2
892;8;4;8
893;1;8;11
894;14;12;12
895;6;13;3
896;4;8;3
897;11;6;8
898;0;14;8
899;4;14;7
900;14;6;14
901;0;5;14
902;2;5;10
903;2;6;4
904;13;5;8
905;2;3;7
906;13;8;0
907;8;11;6
908;9;12;6
909;9;8;12
910;1;7;3
911;0;7;0
912;7;1;5
913;2;3;12
914;6;8;9
915;7;11;13
916;14;1;13
917;14;1;9
918;12;10;6
919;10;5;7
920;7;6;6
921;3;7;14
922;3;6;0
923;9;8;11
924;13;7;4
925;14;14;7
926;4;13;8
927;2;4;10
928;4;8;12
929;2;4;2
930;9;11;1
931;1;6;8
932;7;10;14
933;14;11;14
934;10;1;6
935;0;7;12
936;7;12;2
937;8;6;6
938;10;10;7
939;7;13;11
940;10;7;14
941;3;0;6
942;3;7;8
943;9;7;11
944;8;9;4
945;7;9;11
946;4;9;8
947;14;2;0
948;12;12;2
949;4;4;0
950;0;6;0
951;0;9;0
952;13;12;0
953;13;6;14
954;9;7;8
955;5;14;3
956;1;10;12
957;2;9;14
958;9;7;3
959;11;11;7
960;12;4;6
961;4;11;0
962;4;9;5
963;11;7;3
964;10;8;10
965;4;13;9
966;14;6;12
967;3;8;6
968;2;2;5
969;12;6;2
970;4;3;6
971;2;14;2
972;10;10;3
973;0;7;2
974;3;2;2
975;14;13;7
976;0;12;13
977;12;0;7
978;11;9;1
979;1;6;7
980;3;3;2
981;1;5;1
982;10;7;4
983;5;7;11
984;14;3;13
985;1;9;4
986;8;9;1
987;14;14;2
988;13;10;11
989;14;3;10
990;14;14;13
991;8;0;10
992;2;3;3
993;6;8;2
994;2;0;5
995;7;1;6
996;11;2;8
997;13;1;7
998;7;14;9
999;10;5;12
1000;12;11;11
1001;2;5;4
1002;13;7;7
1003;8;13;7
1004;2;7;14
1005;0;14;1
1006;6;3;10
1007;14;8;3
1008;13;0;2
1009;14;2;14
1010;12;0;11
1011;0;2;1
1012;4;7;0
1013;3;7;13
1014;3;10;5
1015;2;10;11
1016;10;1;6
1017;5;8;14
1018;8;13;6
1019;2;13;1
1020;2;10;1
1021;5;10;10
1022;13;7;3
1023;13;2;10
1024;11;5;5
1025;8;0;7
1026;11;10;1
1027;3;8;9
1028;9;8;7
1029;8;11;5
1030;9;5;7
1031;10;2;10
1032;5;0;9
1033;0;13;11
1034;11;9;9
1035;8;9;9
1036;1;12;11
1037;9;7;4
1038;3;2;13
1039;2;10;1
1040;0;4;6
1041;14;6;8
1042;9;11;8
1043;10;4;13
1044;7;0;7
1045;8;0;8
1046;2;8;5
1047;5;2;13
1048;10;12;7
1049;0;7;9
1050;1;7;13
1051;14;6;4
1052;14;8;7
1053;7;3;11
1054;5;2;3
1055;4;10;11
1056;4;4;11
1057;1;10;14
1058;6;12;3
1059;13;12;10
1060;7;5;2
1061;12;4;1
1062;8;3;1
1063;8;2;11
1064;11;14;14
1065;7;10;1
1066;3;6;13
1067;14;7;0
1068;5;14;4
1069;9;4;1
1070;4;4;13
1071;14;1;2
1072;0;2;12
1073;1;10;6
1074;4;6;5
1075;3;5;7
1076;12;8;13
1077;2;0;12
1078;9;12;11
1079;13;6;8
1080;14;3;12
1081;12;2;5
1082;6;9;7
1083;10;2;9
1084;1;6;8
1085;13;2;13
1086;5;14;7
1087;10;8;14
1088;7;2;11
1089;11;0;10
1090;4;6;13
1091;1;10;0
1092;6;8;9
1093;6;3;11
1094;0;4;2
1095;8;9;11
1096;7;6;2
1097;6;1;10
1098;5;0;4
1099;8;11;4
1100;3;7;2
1101;1;8;12
1102;8;7;5
1103;9;13;0
1104;12;5;11
1105;0;14;5
1106;3;13;3
1107;6;4;4
1108;1;1;12
1109;6;9;0
1110;2;5;8
1111;5;6;1
1112;9;7;0
1113;0;1;13
1114;7;14;4
1115;4;6;10
1116;1;9;8
1117;5;0;4
1118;1;9;5
1119;13;0;6
1120;14;9;11
1121;7;14;10
1122;0;9;2
1123;1;1;3
1124;6;8;9
1125;2;4;0
1126;4;6;2
1127;12;11;2
1128;1;12;11
1129;13;11;3
1130;5;2;13
1131;1;1;4
1132;11;1;13
1133;5;9;6
1134;1;1;7
1135;10;10;11
1136;3;0;2
1137;5;4;13
1138;7;13;3
1139;11;11;6
1140;6;1;8
1141;4;10;9
1142;1;13;2
1143;6;4;12
1144;13;5;5
1145;5;7;7
1146;8;10;7
1147;3;0;4
1148;8;0;2
1149;11;3;13
1150;2;9;7
1151;2;6;2
1152;11;7;7
1153;6;13;11
1154;10;3;8
1155;7;0;8
1156;14;9;3
1157;14;12;11
1158;3;12;3
1159;5;9;13
1160;3;11;14
1161;2;6;5
1162;4;9;4
1163;12;0;10
1164;0;10;13
1165;1;2;6
1166;9;9;0
1167;4;8;4
1168;7;3;1
1169;2;8;2
1170;0;3;6
1171;7;6;12
1172;4;2;6
1173;9;6;14
1174;11;14;9
1175;9;0;4
1176;0;1;5
1177;7;12;13
1178;3;12;8
1179;12;6;1
1180;6;14;11
1181;12;6;9
1182;1;10;12
1183;8;11;10
1184;7;7;9
1185;8;9;1
1186;4;1;2
1187;9;1;7
1188;14;4;11
1189;7;8;2
1190;0;7;1
1191;12;4;7
1192;6;6;3
1193;10;6;6
1194;6;5;14
1195;0;5;8
1196;2;10;9
1197;11;11;10
1198;10;11;7
1199;6;10;7
1200;9;11;14
1201;2;0;11
1202;10;13;9
1203;5;9;0
1204;11;7;12
1205;2;7;2
1206;10;1;4
1207;5;5;1
1208;7;0;12
1209;14;14;14
1210;14;0;10
1211;13;2;10
1212;9;4;9
1213;3;9;10
1214;10;13;2
1215;7;0;1
1216;2;11;3
1217;6;8;0
1218;7;7;7
1219;11;14;6
1220;11;13;6
1221;13;3;1
1222;1;13;5
1223;2;8;7
1224;12;11;5
1225;6;3;5
1226;7;12;8
1227;2;4;8
1228;2;3;8
1229;10;7;7
1230;8;3;12
1231;7;8;0
1232;8;9;5
1233;13;11;6
1234;5;0;2
1235;2;6;12
1236;0;6;10
1237;8;8;14
1238;9;3;9
1239;2;5;1
1240;1;5;11
1241;13;12;5
1242;13;5;6
1243;11;11;3
1244;2;8;10
1245;4;3;9
1246;1;3;0
1247;11;3;0
1248;2;4;10
1249;12;6;0
1250;5;7;13
1251;2;12;10
1252;7;11;8
1253;13;7;11
1254;8;9;11
1255;4;5;14
1256;13;6;2
1257;5;3;13
1258;5;12;2
1259;8;9;1
1260;0;0;0
1261;13;9;13
1262;9;1;1
1263;9;6;0
1264;5;7;1
1265;1;3;6
1266;1;8;12
1267;10;13;7
1268;8;10;5
1269;11;3;6
1270;12;11;13
1271;12;9;7
1272;2;3;8
1273;3;12;7
1274;3;9;6
1275;4;11;9
1276;10;4;2
1277;0;14;7
1278;7;0;9
1279;4;11;5
1280;11;0;1
1281;9;4;10
1282;2;7;6
1283;2;10;10
1284;1;6;5
1285;7;10;8
1286;1;13;12
1287;10;13;11
1288;9;12;11
1289;11;2;14
1290;1;13;6
1291;9;14;11
1292;11;1;10
1293;2;11;12
1294;5;12;3
1295;10;5;6
1296;10;13;11
1297;7;1;9
1298;10;2;13
1299;14;13;0
1300;13;6;5
1301;12;7;12
1302;0;4;13
1303;10;13;1
1304;14;3;14
1305;10;5;11
1306;8;0;1
1307;4;14;2
1308;5;10;12
1309;3;9;2
1310;11;14;9
1311;8;3;8
1312;5;3;12
1313;11;5;11
1314;12;12;6
1315;3;7;12
1316;14;0;4
1317;1;4;4
1318;10;9;6
1319;7;4;0
1320;10;0;6
1321;11;1;10
1322;4;6;5
1323;2;9;3
1324;5;7;0
1325;11;2;7
1326;0;2;14
1327;5;3;3
1328;1;13;4
1329;7;6;8
1330;14;8;1
1331;12;4;2
1332;14;8;0
1333;5;2;2
1334;0;7;1
1335;0;11;3
1336;7;11;5
1337;13;8;0
1338;1;9;14
1339;12;8;12
1340;12;7;12
1341;13;12;1
1342;7;11;1
1343;0;8;4
1344;2;8;3
1345;10;0;14
1346;13;14;3
1347;4;12;11
1348;4;5;13
1349;10;2;6
1350;14;0;6
1351;11;5;10
1352;4;5;6
1353;6;12;7
1354;2;6;7
1355;5;1;8
1356;12;14;7
1357;0;10;5
1358;3;7;10
1359;1;9;5
1360;0;9;5
1361;13;12;2
1362;8;2;7
1363;14;8;11
1364;13;10;2
1365;6;7;3
1366;6;11;10
1367;13;3;5
1368;10;7;4
1369;6;0;14
1370;3;7;0
1371;0;5;12
1372;2;13;14
1373;2;5;7
1374;13;3;9
1375;1;1;9
1376;4;7;5
1377;14;6;1
1378;12;8;8
1379;1;6;0
1380;7;9;8
1381;7;9;5
1382;5;12;4
1383;4;6;9
1384;4;4;4
1385;5;5;6
1386;6;2;13
1387;12;8;11
1388;13;5;5
1389;13;14;11
1390;5;6;6
1391;5;14;0
1392;11;11;4
1393;7;0;10
1394;1;11;0
1395;5;9;12
1396;3;0;6
1397;2;4;0
1398;5;2;12
1399;10;7;3
1400;14;5;2
1401;5;10;1
1402;12;13;4
1403;9;5;11
1404;4;6;8
1405;11;4;9
1406;1;7;9
1407;7;1;14
1408;14;7;8
1409;4;9;8
1410;14;8;13
1411;1;5;0
1412;9;10;14
1413;13;4;4
1414;10;8;3
1415;10;12;14
1416;4;13;13
1417;13;12;0
1418;4;4;14
1419;13;8;8
1420;13;7;9
1421;11;1;14
1422;3;10;9
1423;2;9;13
1424;14;4;14
1425;2;14;11
1426;8;10;1
1427;6;8;13
1428;13;5;2
1429;12;10;2
1430;13;8;2
1431;7;11;3
1432;13;14;5
1433;8;2;14
1434;13;8;10
1435;4;2;1
1436;7;10;11
1437;8;1;12
1438;14;0;2
1439;8;4;12
1440;3;2;5
1441;5;9;1
1442;0;0;7
1443;5;8;1
1444;12;13;9
1445;7;10;11
1446;9;2;13
1447;12;3;7
1448;9;9;14
1449;11;9;3
1450;0;12;13
1451;5;9;14
1452;13;9;14
1453;13;7;14
1454;14;4;13
1455;9;3;8
1456;12;4;2
1457;3;2;5
1458;10;3;6
1459;9;7;1
1460;4;7;13
1461;2;5;0
1462;2;10;1
1463;1;8;8
1464;1;8;4
1465;6;9;8
1466;6;13;12
1467;0;1;14
1468;13;3;3
1469;4;4;2
1470;5;9;9
1471;11;3;14
1472;11;12;2
1473;4;14;10
1474;13;7;10
1475;9;5;4
1476;2;3;10
1477;0;3;11
1478;6;1;7
1479;1;6;11
1480;3;3;12
1481;5;14;1
1482;11;2;13
1483;13;14;4
1484;9;4;3
1485;11;13;8
1486;8;1;11
1487;3;8;7
1488;6;6;8
1489;13;8;6
1490;10;3;10
1491;7;8;1
1492;0;5;11
1493;14;3;10
1494;10;4;14
1495;14;8;12
1496;7;1;5
1497;11;4;13
1498;3;10;12
1499;3;1;5
1500;10;3;8
1501;5;2;9
1502;6;3;14
1503;2;9;9
1504;4;4;6
1505;3;10;14
1506;8;10;7
1507;13;6;11
1508;4;1;13
1509;1;4;6
1510;13;14;9
1511;13;11;12
1512;14;3;0
1513;13;12;1
1514;0;9;12
1515;13;12;8
1516;4;12;3
1517;11;3;1
1518;14;7;2
1519;12;0;13
1520;4;5;13
1521;5;10;9
1522;2;10;4
1523;9;0;9
1524;10;0;3
1525;0;5;7
1526;8;9;5
1527;11;12;8
1528;12;11;7
1529;6;9;14
1530;4;5;11
1531;9;10;6
1532;11;5;1
1533;7;6;2
1534;1;9;9
1535;11;9;0
1536;11;2;1
1537;1;5;14
1538;1;9;2
1539;0;0;11
1540;6;11;8
1541;2;6;11
1542;8;2;8
1543;2;1;14
1544;4;10;8
1545;5;6;9
1546;12;2;3
1547;14;10;8
1548;5;3;2
1549;7;3;9
1550;11;9;6
1551;11;3;4
1552;14;12;13
1553;7;14;14
1554;14;10;9
1555;14;0;8
1556;9;13;2
1557;12;4;5
1558;6;1;8
1559;0;0;4
1560;2;11;5
1561;8;0;9
1562;4;14;13
1563;2;7;4
1564;8;6;14
1565;3;5;6
1566;3;6;11
1567;5;4;7
1568;2;2;0
1569;11;9;1
1570;7;11;4
1571;12;4;4
1572;6;8;4
1573;11;2;3
1574;0;11;1
1575;6;6;13
1576;5;9;5
1577;1;6;1
1578;1;9;3
1579;1;12;12
1580;9;4;1
1581;14;1;5
1582;10;0;6
1583;6;11;0
1584;9;12;11
1585;2;3;9
1586;1;8;10
1587;13;2;2
1588;6;10;3
1589;1;3;0
1590;13;13;4
1591;6;4;12
1592;12;14;12
1593;10;6;9
1594;2;7;6
1595;6;10;1
1596;0;3;2
1597;11;8;11
1598;5;14;13
1599;8;0;1
1600;8;5;6
1601;4;12;10
1602;1;1;10
1603;14;3;1
1604;0;5;8
1605;13;11;10
1606;14;4;13
1607;8;0;13
1608;11;5;12
1609;9;5;12
1610;11;13;3
1611;2;9;7
1612;13;10;8
1613;0;9;11
1614;8;9;1
1615;8;14;5
1616;4;14;9
1617;9;14;9
1618;8;11;6
1619;5;5;11
1620;10;8;1
1621;5;11;10
1622;12;1;12
1623;5;8;14
1624;8;1;0
1625;1;9;0
1626;6;5;14
1627;0;0;5
1628;1;0;1
1629;14;5;7
1630;2;7;7
1631;3;12;3
1632;5;9;11
1633;3;6;4
1634;2;14;5
1635;9;1;7
1636;9;7;12
1637;0;0;12
1638;6;8;12
1639;7;8;10
1640;6;10;2
1641;14;6;7
1642;9;11;1
1643;13;6;0
1644;2;0;14
1645;0;10;7
1646;7;4;7
1647;4;5;7
1648;9;11;0
1649;13;10;0
1650;0;9;11
1651;10;0;2
1652;2;9;5
1653;10;7;4
1654;10;2;4
1655;2;2;6
1656;9;1;11
1657;1;12;8
1658;0;6;11
1659;8;12;6
1660;8;12;7
1661;11;14;7
1662;5;1;2
1663;11;12;1
1664;7;14;3
1665;11;1;12
